coin_page,coin_page-href,ric_id,personality,date,mint,ob_legend,ob_type,re_legend,re_type,brickendonbury,bristol,caistor_by_yarmouth,cambridge,darfield,darfield_2,denbighshire,east_england,edston_peebles_shire,falkirk,muswell_hill,shapwick_villa,st_mary_cray,stevenage,region_a,ain,baden_baden,clavier_3,eauze,eining,elliginies_saint_anne,kempten_lindenberg_3,kirchmatting,koln,mainz,nanterre,niederaschau,pfunz,viuz_faverges,welzheim,wiesbach,wiggensbac,region_b,via_tritone,vicenza,region_c,barza,borgondi,ercsi,francesti,ghirisa,gracic,gunzenhausen,kongen,leskovec,linsberg,muntenesti,nicolaevo,plevna,postojna,reka_devnia,rustschuk,singidunum,taga,uskub,region_d,dura_hoards _3_and_4,haydere,kecel,south_east_turkey,syria,region_e
"1179","http://web3.forest.usf.edu/main/other/severan/coins/1179/","SA RIC 50","Severus Alexander","225","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped.","P M TR P IIII COS P P","Emperor standing left, sacrificing over a tripod and holding a scroll.","1","0","0","0","0","0","0","0","0","0","0","0","2","2","5","0","0","5","7","0","1","0","1","3","0","0","1","0","0","0","3","1","22","2","0","2","0","0","2","2","0","1","1","1","0","0","0","0","1","0","38","2","1","0","1","50","0","0","0","1","0","1"
"1757","http://web3.forest.usf.edu/main/other/severan/coins/1757/","SS RIC 462","Septimius Severus","194","Eastern","L SEPT SEV PERT AVG IMP II","Head, laureate, right","VICTORI AVG","Victory advancing right, holding trophy in both hands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1246","http://web3.forest.usf.edu/main/other/severan/coins/1246/","SA RIC 16","Severus Alexander","222","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped and cuirassed.","P M TR P COS P P","Emperor in quadriga left, holding branch and eagle tipped sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"805","http://web3.forest.usf.edu/main/other/severan/coins/805/","G RIC 51","Geta","UNDATED (203-208)","Rome","P SEPTIMIVS GETA CAES","Bust, draped, head bare, right.","PROVID DEORVM","Providentia standing left, holding wand over globe and sceptre.","0","6","0","0","1","0","2","9","0","1","0","29","1","0","49","0","1","0","2","0","2","2","6","22","0","0","5","0","6","1","1","1","49","2","0","2","4","1","0","0","0","1","0","0","0","1","0","0","1","0","129","3","0","3","2","145","0","4","0","8","2","14"
"1076","http://web3.forest.usf.edu/main/other/severan/coins/1076/","SA RIC 321","Orbiana","225-227","Rome","SALL BARBIA ORBIANA AVG","Bust right, with diadem, draped","CONCORDIA AVGVSTORVM","Concordia seated left, holding patera and double cornucopiae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","http://web3.forest.usf.edu/main/other/severan/coins/82/","C RIC 72","Caracalla","203","Rome","ANTONINVS PIVS AVG","Head, laureate, right.","PONTIF TR P VI COS","Roma standing left, holding Victory and spear reversed.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1398","http://web3.forest.usf.edu/main/other/severan/coins/1398/","SA RIC 161","Severus Alexander","","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped.","MARTI PACIFERO","Mars standing left, holding olive-branch and reversed spear.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"824","http://web3.forest.usf.edu/main/other/severan/coins/824/","G RIC 69","Geta","210","Rome","IMP CAES P SEPT GETA PIVS AVG (Variant: P SEPT GETA PIVS AVG BRIT)","Head, laureate, right.","PONTIF TR P II COS II","Felicitas standing left, holding cornucopiae and long caduceus.","0","0","0","0","0","0","0","4","0","1","0","6","0","0","11","0","0","0","0","0","0","0","1","9","1","0","2","0","3","0","0","0","16","3","0","3","2","0","0","3","0","0","0","0","0","0","0","1","0","2","36","0","0","0","2","46","0","3","0","3","0","6"
"974","http://web3.forest.usf.edu/main/other/severan/coins/974/","E RIC 234","Julia Soaemias","UNDATED","Eastern","IVLIA SOAEMIAS AVG","Bust right, draped.","ANNONA AVG","Annona (or Abundantia) standing left, holding corn-ears and cornucopiae; on left, modius.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1724","http://web3.forest.usf.edu/main/other/severan/coins/1724/","SS RIC 437","Septimius Severus","193","Eastern","L SEPT SEV PERTE AVG IMP","Head, laureate, right","BONA SPES","Spes advancing left, holding flower and lifting skirt","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1341","http://web3.forest.usf.edu/main/other/severan/coins/1341/","SA RIC 108","Severus Alexander","231","Rome","IMP ALEXANDER PIVS AVG","Head right, laureate, (Variants: Head right, laureate with slight drapery over left shoulder.)","P M TR P X COS III P P","Mars standing left, holding spear and resting right hand on shield.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","8","1","0","0","0","11","0","0","0","0","0","0"
"972","http://web3.forest.usf.edu/main/other/severan/coins/972/","E RIC 223","Julia Paula","Undated","Eastern","IVLIA PAVLA AVG","Bust right, draped.","VENVS VICTRIX","Venus seated left, holding globe and sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","http://web3.forest.usf.edu/main/other/severan/coins/2017/","SS RIC 151C","Septimius Severus","201","Rome","SEVERVS AVG PART MAX P M TR P VIIII","Head, laureate, right.","MARTI VICTORI","Mars standing right, holding shield and spear reversed.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1558","http://web3.forest.usf.edu/main/other/severan/coins/1558/","SA RIC 316","Severus Alexander","UNDATED","Eastern","IMP ALEXANDER PIVS AVG IVLIA MAMAEA AVG MATER AVG","Bust of Severus draped and cuirassed, facing bust of Mamaea left, diademed, draped.","AEQVITAS AVGVSTI","The three Monetae standing left, each holding scales and cornucopiae; at their feet, three piles of money.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1066","http://web3.forest.usf.edu/main/other/severan/coins/1066/","SA RIC 374A","Julia Mamaea","UNDATED","Eastern","IVLIA MAMAEA AVG","Bust right, diademed, draped.","P M TR P VI COS II P P","Moneta standing left.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1773","http://web3.forest.usf.edu/main/other/severan/coins/1773/","SS RIC 477","Septimius Severus","196-197","Eastern","L SEPT SEV PERT AVG IMP VIII","Head, laureate, right","FORT REDVC","Fortuna standing left, holding rudder and cornucopiae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0"
"1759","http://web3.forest.usf.edu/main/other/severan/coins/1759/","SS RIC 463A","Septimius Severus","197","Eastern","L SEPT SEV PERT AVG IMP III","Head, laureate, right","TR P IMP III COS II P P","Roma (?) seated right holding spear and parazonium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","http://web3.forest.usf.edu/main/other/severan/coins/59/","C RIC 50","Caracalla","UNDATED (199-200)","Rome","ANTONINVS AVGVSTVS","Bust, laureate, draped, cuirassed, right.","VIRT AVGG","Virtus standing right, holding Victory and spear.","0","0","0","0","0","0","0","6","0","0","0","0","0","0","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","20","0","0","0","1","0","1"
"891","http://web3.forest.usf.edu/main/other/severan/coins/891/","C RIC 388","Julia Domna","211-217","Rome","IVLIA PIA FELIX AVG","Bust, draped right, with hair elaborately waved in ridges and turned up low at the back: diademed on crescent. (Variants: Bust, draped right, with hair elaborately waved in ridges and tuned up low at the back: diademed, without crescent; Bust, draped righ","VENVS GENETRIX","Venus seated left, extending right hand and holding sceptre.","0","0","0","0","1","0","1","7","0","1","0","10","0","0","20","0","0","1","1","0","1","1","1","21","0","1","0","0","6","0","1","0","34","2","0","2","0","1","0","4","0","0","0","0","1","1","0","2","2","1","103","4","0","4","0","123","0","0","0","1","0","1"
"344","http://web3.forest.usf.edu/main/other/severan/coins/344/","C RIC 307","Caracalla","UNDATED (213-217)","Rome","ANTONINVS PIVS AVG GERM","Head, laureate, right.","MARTI PROPVGNATORI","Mars hurrying left, holding spear and trophy.","0","0","0","0","0","0","1","2","0","0","0","2","0","0","5","0","0","0","1","0","0","0","1","2","2","0","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","22","0","0","0","1","25","0","0","0","2","0","2"
"2290","http://web3.forest.usf.edu/main/other/severan/coins/2290/","SS RIC 574","Julia Domna","196-211","Rome","IVLIA AVGVSTA","Bust of Julia Domna, draped, right, hair waved and coiled at back","PIETAS PVBLICA","Pietas, veiled, standing front head left by altar, raising both hands","1","18","9","0","2","5","7","23","1","3","11","78","3","0","161","0","1","0","1","0","1","0","16","11","2","2","4","0","14","4","1","1","58","10","0","10","16","2","3","0","0","0","0","1","4","2","0","3","4","0","300","7","1","8","5","356","1","9","0","21","2","33"
"2084","http://web3.forest.usf.edu/main/other/severan/coins/2084/","SS RIC 212","Septimius Severus","207","Rome","SEVERVS PIVS AVG","Head, laureate, right.","P M TR P XV COS III P P","Victory advancing left, holding wreath and palm.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"845","http://web3.forest.usf.edu/main/other/severan/coins/845/","G RIC 89","Geta","210-212","Rome","P SEPT GETA PIVS AVG BRIT","Head, laureate, bearded, right.","LIBERALITAS AVG V","Liberalitas standing left, holding abacus and cornucopiae, globe at feet.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","7","0","0","0","1","0","1"
"662","http://web3.forest.usf.edu/main/other/severan/coins/662/","E RIC 132","Elagabalus","UNDATED","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped.","SACERD DEI SOLIS ELAGAB","Elagabalus standing right, sacrificing over lighted altar, holding patera and club (upright); in field, star.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","http://web3.forest.usf.edu/main/other/severan/coins/460/","E RIC 52","Elagabalus","222","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped.","P M TR P V COS IIII P P","Elagabalus sacrificing left over lighted altar, holding patera and club; in field, star.","0","0","0","0","1","0","0","7","0","1","0","12","1","1","23","0","0","0","13","0","3","0","5","1","0","0","4","1","1","0","2","0","30","1","0","1","0","2","0","1","0","1","0","2","0","2","0","0","6","0","68","0","2","6","0","90","0","0","0","0","0","0"
"1998","http://web3.forest.usf.edu/main/other/severan/coins/1998/","SS RIC 137","Septimius Severus","198-200","Rome","L SEPT SEV AVG IMP XI PART MAX","Head, laureate, right.","P M TR P VII COS II P P","Genius standing left, sacrificing out of patera over altar and holding corn-ears.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"759","http://web3.forest.usf.edu/main/other/severan/coins/759/","G RIC 8","Geta","200-202","Rome","P SEPT GETA CAES PONT","Bust, draped, head bare, right.","FELICITAS AVGG","Felicitas standing left, holding caduceus and cornucopiae.","0","8","0","0","1","0","0","3","0","0","2","13","0","0","27","0","1","0","1","0","0","0","2","4","1","0","0","0","6","0","0","1","16","2","0","2","2","1","1","1","0","0","0","0","0","0","0","0","1","2","49","3","2","1","0","63","0","0","0","6","0","6"
"2117","http://web3.forest.usf.edu/main/other/severan/coins/2117/","SS RIC 243","Septimius Severus","211","Rome","SEVERVS PIVS AVG BRIT","Head, laureate, right.","P M TR P XIX COS III P P","Jupiter standing left, holding thunderbolt and sceptre: by him, two children standing, one right, one left.","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","1","0","0","0","0","1"
"1080","http://web3.forest.usf.edu/main/other/severan/coins/1080/","SA RIC 325","Orbiana","225-227","Rome","SALL BARBIA ORBIANA AVG","Bust right, with diadem, draped","SAECVLI FELICITAS","Felicitas standing left, holding patera over lighted altar, and left, long caduceus.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"749","http://web3.forest.usf.edu/main/other/severan/coins/749/","E RIC 206","Elagabalus","UNDATED","Eastern","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped.","ANNIA FAVSTINA AVGVSTA","Bust of Annia Faustina right, draped, diademed; behind, star.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2276","http://web3.forest.usf.edu/main/other/severan/coins/2276/","SS RIC 560","Julia Domna","196-211","Rome","IVLIA AVGVSTA","Bust of Julia Domna, draped, right, hair waved and coiled at back","IVNO REGINA","Juno veiled, standing left holding patera and sceptre, at her feet left is a peacock","2","1","7","0","3","1","9","5","0","0","4","49","5","0","86","0","0","9","1","0","2","0","4","0","0","1","5","1","0","2","0","1","26","1","0","1","0","0","0","0","0","2","1","0","0","1","0","1","1","1","127","6","0","5","0","145","1","0","0","0","2","3"
"1617","http://web3.forest.usf.edu/main/other/severan/coins/1617/","SS RIC 365","Septimius Severus","","Eastern","IMP CAE L SEP SEV PERT AVG CO II","Head, laureate, right.","BONA SPEI","Spes advancing (or standing) left, holding flower and lifting skirt.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","http://web3.forest.usf.edu/main/other/severan/coins/341/","C RIC 304","Caracalla","UNDATED (213-217)","Rome","ANTONINVS PIVS AVG GERM","Head, laureate, right.","LIBERALITAS AVG","Liberalitas standing left, holding abacus and cornucopiae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"750","http://web3.forest.usf.edu/main/other/severan/coins/750/","E RIC 207","Elagabalus","UNDATED","Eastern","… [IMP ANTONINVS PIVS AVG]","Head right, laureate.","IVLIA SOAEMIAS AVG","Bust of Soaemias.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1866","http://web3.forest.usf.edu/main/other/severan/coins/1866/","SS RIC 24","Septimius Severus","193-194","Rome","IMP CAE L SEP SEV PERT AVG","Head, laureate, right.","VIRT AVG TR P COS","Virtus, helmeted, standing left, holding Victory and spear reversed.","0","0","1","0","5","0","0","7","0","3","0","9","0","0","25","0","0","0","0","0","0","0","3","2","0","0","0","0","2","1","2","0","10","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","34","1","0","1","0","40","0","1","5","0","0","6"
"1211","http://web3.forest.usf.edu/main/other/severan/coins/1211/","SA RIC 81","Severus Alexander","228","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped.","P M TR P VII COS II P P","Emperor sacrificing left over a tripod and holding a scroll.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","1","0","0","0","2","0","0","0","0","0","6","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","24","0","1","0","0","27","0","0","0","0","0","0"
"1969","http://web3.forest.usf.edu/main/other/severan/coins/1969/","SS RIC 114","Septimius Severus","197-198","Rome","L SEPT SEV PERT AVG IMP X","Head, laureate, right.","MARTI VICTORI","Mars standing right, holding shield and spear reversed.","0","0","1","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","1","10","0","0","0","0","0","0"
"656","http://web3.forest.usf.edu/main/other/severan/coins/656/","E RIC 126","Elagabalus","UNDATED","Rome","IMP ANTONINVS AVG","Head right, radiate, bust draped.","PIETAS AVG","Pietas standing left, sacrificing over a lighted altar and holding incense-box in left hand.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","http://web3.forest.usf.edu/main/other/severan/coins/308/","C RIC 272","Caracalla","215","Rome","ANTONINVS PIVS AVG GERM","Head, laureate, right. (Variant: Bust, laureate, draped, cuirassed, right.)","P M TR P XVIII COS IIII P P","Caracalla, attended by three adults and two children, sacrificing in front of round temple of Vesta.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1853","http://web3.forest.usf.edu/main/other/severan/coins/1853/","SS RIC 11","Septimius Severus","193-194","Rome","IMP CAE L SEP SEV PERT AVG","Head, laureate, right.","LEG VIII AVG TR P COS","Legionary eagle between two standards.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","6","0","0","0","1","0","1"
"1293","http://web3.forest.usf.edu/main/other/severan/coins/1293/","SA RIC 61","Severus Alexander","227","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped.","P M TR P VI COS II P P","Mars walking right, carrying spear and trophy.","7","0","0","0","0","0","0","0","0","1","0","0","0","2","10","0","0","4","26","0","0","0","5","3","0","0","3","1","1","0","1","2","46","0","0","0","0","0","1","2","0","0","4","2","0","2","0","0","2","2","30","7","1","3","1","57","0","0","0","2","0","2"
"674","http://web3.forest.usf.edu/main/other/severan/coins/674/","E RIC 142","Elagabalus","UNDATED","Rome","IMP CAES M AVR ANTONINVS AVG","Head right, laureate, bust draped.","SALVS (but last ""S"" backwards) AVGVSTI","Salus standing left, feeding snake coiled round altar and holding rudder on globe.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"1981","http://web3.forest.usf.edu/main/other/severan/coins/1981/","SS RIC 122","Septimius Severus","198-200","Rome","L SEPT SEV AVG IMP XI PART MAX","Bust, laureate, draped, cuirassed, right. (Variants: Bust, laureate, draped, right; Head, laureate, right; Head, laureate, right, drapery on left shoulder.)","AEQVITATI AVGG","Aequitas standing left, holding scales and cornucopiae.","0","1","3","0","2","0","3","3","0","0","4","31","0","0","47","0","0","1","2","0","0","0","4","4","0","0","1","2","4","3","0","1","22","3","0","3","0","1","0","3","0","0","0","0","0","1","0","1","2","0","101","2","0","1","1","113","0","2","0","3","2","7"
"1322","http://web3.forest.usf.edu/main/other/severan/coins/1322/","SA RIC 90","Severus Alexander","228","Rome","IMP SEV ALEXAND AVG","Head right, laureate.","P M TR P VII COS III P P","Virtus standing right, holding spear and shield.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"462","http://web3.forest.usf.edu/main/other/severan/coins/462/","E RIC 54","Elagabalus","222","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped. (Variants: Head right, laureate, bust cuirassed; Head right, laureate, bust draped and cuirassed (horned).)","P M TR P V COS IIII P P","Elagabalus in slow quadriga left, holding branch and sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2061","http://web3.forest.usf.edu/main/other/severan/coins/2061/","SS RIC 193","Septimius Severus","204","Rome","SEVERVS PIVS AVG P M TR P XII","Bust, laureate, draped, cuirassed, right.","INDVLGENTIA AVGG IN CARTH","The Dea Caelestis riding right on a lion and holding thunderbolt and sceptre: below, waters gushing from rock.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"806","http://web3.forest.usf.edu/main/other/severan/coins/806/","G RIC 52","Geta","UNDATED (203-208)","Rome","P SEPTIMIVS GETA CAES","Bust, draped, head bare, right.","RESTITVTOR VRBIS","Roma seated left, holding Victory and spear: behind, shield.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1373","http://web3.forest.usf.edu/main/other/severan/coins/1373/","SA RIC 138","Severus Alexander","UNDATED","Rome","IMP CAES M AVR SEV ALEXAND AVG","Head right, laureate. (Variants: Head right, laureate with slight drapery over left shoulder.)","FIDES EXERCITVS","Fides seated left, holding two standards.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0"
"1151","http://web3.forest.usf.edu/main/other/severan/coins/1151/","SA RIC 22","Severus Alexander","UNDATED","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust drape and cuirassed","P M TR P II COS P P","Mars standing left, holding olive-branch and transverse spear reversed.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315","http://web3.forest.usf.edu/main/other/severan/coins/2315/","SS RIC 598","Julia Domna","196-211","Rome","IVLIA AVGVSTA","Bust of Julia Domna, draped, right, hair waved and coiled at back","P M TR P VIII COS II P P","Victory advancing left, holding wreath over shield on base","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"682","http://web3.forest.usf.edu/main/other/severan/coins/682/","E RIC 150","Elagabalus","UNDATED","Rome","IMP ANTONINVS AVG","Head right, laureate, bust draped (Variant: Head right, laureate, bust draped and cuirassed.).","TEMPORVM FELICITAS","Felicitas standing left, holding caduceus and cornucopiae.","3","0","0","0","1","0","2","5","0","1","0","8","1","1","22","0","0","1","26","0","2","1","3","5","0","0","2","0","0","0","0","3","43","0","0","0","0","0","1","0","0","2","0","2","0","0","0","2","1","1","11","0","1","1","1","23","0","0","0","1","0","1"
"442","http://web3.forest.usf.edu/main/other/severan/coins/442/","E RIC 34","Elagabalus","220","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped and cuirassed.","P M TR P III COS III P P","Elagabalus, laureate, seated left, on curule chair, holding globe and sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"769","http://web3.forest.usf.edu/main/other/severan/coins/769/","G RIC 17","Geta","200-202","Rome","P SEPT GETA CAES PONT","Bust, draped, head bare, right.","PRINC IVVENTVT","Geta standing left, holding branch and spear: behind, trophy.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
