coin_page,coin_page-href,ric_id,personality,date,mint,ob_legend,ob_type,re_legend,re_type,brickendonbury,bristol,caistor_by_yarmouth,cambridge,darfield,darfield_2,denbighshire,east_england,edston_peebles_shire,falkirk,muswell_hill,shapwick_villa,st_mary_cray,stevenage,region_a,ain,baden_baden,clavier_3,eauze,eining,elliginies_saint_anne,kempten_lindenberg_3,kirchmatting,koln,mainz,nanterre,niederaschau,pfunz,viuz_faverges,welzheim,wiesbach,wiggensbac,region_b,via_tritone,vicenza,region_c,barza,borgondi,ercsi,francesti,ghirisa,gracic,gunzenhausen,kongen,leskovec,linsberg,muntenesti,nicolaevo,plevna,postojna,reka_devnia,rustschuk,singidunum,taga,uskub,region_d,dura_hoards _3_and_4,haydere,kecel,south_east_turkey,syria,region_e
"2165","http://web3.forest.usf.edu/main/other/severan/coins/2165/","SS RIC 286","Septimius Severus","UNDATED 202-210","Rome","SEVERVS PIVS AVG","Head, laureate, right.","PROVIDENTIA","Head of Medusa facing, on aegis.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1417","http://web3.forest.usf.edu/main/other/severan/coins/1417/","SA RIC 180","Severus Alexander","","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate. (Variants: Head right laureate bust draped.)","VICTORIA AVG","Victory running left, holding wreath and palm.","1","0","0","1","0","0","0","2","0","2","0","0","1","3","10","0","0","7","35","0","1","1","3","3","0","2","0","0","1","0","3","2","58","1","1","2","0","0","1","3","0","1","4","3","0","0","0","1","1","0","106","9","0","2","2","133","0","0","0","3","0","3"
"812","http://web3.forest.usf.edu/main/other/severan/coins/812/","G RIC 58","Geta","209","Rome","P SEPTIMIVS GETA CAES","Bust, draped, cuirassed, bearded, head bare, right.","PONTIF COS II","Minerva seated left, feeding snake coield round olive-tree and holding sceptre: on seat, sphinx: in centre, shield, with owl as ornament.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"157","http://web3.forest.usf.edu/main/other/severan/coins/157/","C RIC 143","Caracalla","201-206","Rome","ANTONINVS PIVS AVG","Bust, laureate, draped, cuirassed, right.","ROMA AETERNA","Roma seated left, holding palladium and spear: beside her, shield.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"707","http://web3.forest.usf.edu/main/other/severan/coins/707/","E RIC 169","Elagabalus","218-219","Eastern","ANTONINVS PIVS FEL AVG","Head right, laureate, bust draped and cuirassed.","CONSVL II P P","Roma seated left, holding Victory and spear; by her side, shield.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0"
"1031","http://web3.forest.usf.edu/main/other/severan/coins/1031/","SA RIC 342","Julia Mamaea","UNDATED","Rome","IVLIA MAMAEA AVG","Bust right, draped.","IVNO CONSERVATRIX","Juno, diademed, and veiled, standing left, holding patera and sceptre; at her feet, peacock.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1728","http://web3.forest.usf.edu/main/other/severan/coins/1728/","SS RIC 440","Septimius Severus","193","Eastern","L SEPT SEV PERT AVG IMP I","Head, laureate, right","FORT REDVC","Fortuna standing left, holding rudder and cornucopiae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"194","http://web3.forest.usf.edu/main/other/severan/coins/194/","C RIC 174","Caracalla","206-210","Rome","ANTONINVS PIVS AVG","Head, laureate, right.","VICTORIAE BRIT","Victory seated left on shields, holding shield on right knee and palm.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1238","http://web3.forest.usf.edu/main/other/severan/coins/1238/","SA RIC 8","Severus Alexander","222","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped and cuirassed.","P M TR P COS P P","Sol radiating, standing left, raising right hand and holding whip.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","http://web3.forest.usf.edu/main/other/severan/coins/135/","C RIC 121","Caracalla","201-206","Rome","ANTONINVS PIVS AVG","Bust, laureate, draped, right.","ADVENTVS AVGVSTOR","Galley left, with rowers and passengers.","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","8","0","0","0","0","0","0"
"1896","http://web3.forest.usf.edu/main/other/severan/coins/1896/","SS RIC 50","Septimius Severus","194-195","Rome","L SEPT SEV PERT AVG IMP IIII","Head, laureate, right.","P M TR P II COS II PP","Emperor standing (right, or left?) holding globe and spear.","0","0","0","0","0","0","0","1","0","2","0","4","0","0","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1"
"1867","http://web3.forest.usf.edu/main/other/severan/coins/1867/","SS RIC 24C","Septimius Severus","193-194","Rome","IMP CAE L SEP SEV PERT AVG","Head, laureate, right.","P M TR P II COS II P P","Victory walking right, holding wreath and palm.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"932","http://web3.forest.usf.edu/main/other/severan/coins/932/","SS RIC 631A","Julia Domna","193-196 (?)","Eastern","IVLIA DOMNA AVG","Bust of Julia Domna, draped, right, hair waved and coiled at back.","VENER VICTOR","Venus standing left. Right hand riased, holding apple (?) and sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2196","http://web3.forest.usf.edu/main/other/severan/coins/2196/","SS RIC 313","Septimius Severus","UNDATED 202-210","Rome","SEVERVS PIVS AVG","Head, laureate, right.","CONCORDIA","Concordia standing left, sacrificng with patera over altar and holding double cornucopiae: star left.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"895","http://web3.forest.usf.edu/main/other/severan/coins/895/","C RIC 392","Julia Domna","211-217","Rome","IVLIA PIA FELIX AVG","Bust, draped right, with hair elaborately waved in ridges and turned up low at the back: diademed or without crescent. (Variant: without diadem or crescent.)","VESTA","Four vestals and two children sacrificing in front of round temple of Vesta.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1251","http://web3.forest.usf.edu/main/other/severan/coins/1251/","SA RIC 20","Severus Alexander","223","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate, bust draped.","P M TR P II COS P P","Jupiter standing left, cloak behind and over right arm, holding thunderbolt and sceptre","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1498","http://web3.forest.usf.edu/main/other/severan/coins/1498/","SA RIC 259","Severus Alexander","UNDATED 231-235","Rome","IMP ALEXANDER PIVS AVG","Head right, laureate. (Variant: Head right, laureate with slight drapery over left shoulder.)","VIRTVS AVG","Virtus standing right, left foot on helmet, holding sceptre and parazonium.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","5","0","0","0","0","0","0"
"933","http://web3.forest.usf.edu/main/other/severan/coins/933/","SS RIC 632","Julia Domna","193-196 (?)","Eastern","IVLIA DOMNA AVG","Bust of Julia Domna, draped, right, hair waved and coiled at back.","VENERI VICTR","Venus, naked to waist, standing left, holding apple and palm, resting left elbow on column.","0","0","1","0","0","0","1","0","0","0","0","1","0","0","3","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","0","0","0","0","77","1","0","0","0","0","1"
"732","http://web3.forest.usf.edu/main/other/severan/coins/732/","E RIC 191","Elagabalus","UNDATED","Eastern","IMP ANTONINVS PIVS AVG","Head right, laureate (Variant: Head right, laureate, bust draped and horned.).","INVICTVS SACERDOS AVG","Elagabalus sacrificing left at lighted altar, holding patera and club; behind altar, a bull lying down; in field, star.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1907","http://web3.forest.usf.edu/main/other/severan/coins/1907/","SS RIC 59","Septimius Severus","195","Rome","L SEPT SEV PERT AVG IMP V","Head, laureate, right.","P M TR P III COS II P P","Apollo standing left holding patera and lyre.","0","0","0","0","1","0","0","1","0","0","0","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0"
"809","http://web3.forest.usf.edu/main/other/severan/coins/809/","G RIC 55","Geta","UNDATED (203-208)","Rome","P SEPTIMIVS GETA CAES","Bust, draped, cuirassed, head bare, right.","VICTORIAE AVGG","Victory in biga, right.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1088","http://web3.forest.usf.edu/main/other/severan/coins/1088/","C RIC 361","Plautilla","UNDATED","Rome","PLAVTILLAE AVGVSTAE","Bust, draped, hair coiled in ridges, either vertical or horizontal and fastened in bun at back.","CONCORDIAE AETERNAE","Caracalla standing left, clasping right hands with Plautilla standing, right.","0","2","2","0","0","0","0","3","1","0","4","11","0","0","23","0","2","0","0","0","0","0","2","1","1","0","0","0","1","1","0","0","8","1","1","2","4","0","0","0","0","0","0","0","0","1","0","2","0","0","49","0","0","1","0","57","1","0","0","3","0","4"
"153","http://web3.forest.usf.edu/main/other/severan/coins/153/","C RIC 139","Caracalla","201-206","Rome","ANTONINVS PIVS AVG","Bust, laureate, draped, right.","PLAVTILLA AVGVSTA","Bust of Plautilla, draped, right.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"696","http://web3.forest.usf.edu/main/other/severan/coins/696/","E RIC 163","Elagabalus","UNDATED","Rome","IMP ANTONINVS AVG","Head right, laureate, bust draped.","VICTORIA AVG","Victory walking right, holding wreath and palm.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0","0","10","0","0","0","0","0","0"
"56","http://web3.forest.usf.edu/main/other/severan/coins/56/","C RIC 4","Caracalla","UNDATED (196?)","Rome","M AVR ANTONINVS CAES","Bust, draped, cuirassed, head, bare, right.","SEVERI AVG PII FIL","Lituus, axe, jug, simpulum, sprinkler.","0","1","0","0","1","1","1","1","0","0","0","32","4","0","41","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","0","2","7","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","4","1","52","1","0","0","0","63","0","0","0","2","0","2"
"43","http://web3.forest.usf.edu/main/other/severan/coins/43/","C RIC 39","Caracalla","UNDATED (199-200)","Rome","ANTONINVS AVGVSTVS","Bust, laureate, draped, right. (Variants: Bust, laureate, draped, cuirassed, right.)","RECTOR ORBIS","Sol standing front, head left, holding globe and spear reversed.","1","3","0","0","0","1","0","9","0","0","1","12","0","0","27","0","1","0","0","0","0","2","0","0","0","1","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","80","3","0","0","2","86","0","2","0","1","0","3"
"1968","http://web3.forest.usf.edu/main/other/severan/coins/1968/","SS RIC 113","Septimius Severus","197-198","Rome","L SEPT SEV PERT AVG IMP X","Head, laureate, right.","MARTI PACIFERO","Mars standing left, foot on cuirass (?), holding brnach and spear reversed.","1","2","3","0","3","0","1","2","0","0","2","57","1","1","73","0","0","7","5","0","1","0","5","0","0","0","4","0","0","7","1","1","31","5","0","5","0","0","0","4","0","0","1","2","0","1","0","1","3","2","110","6","1","0","0","131","1","0","0","0","2","3"
"510","http://web3.forest.usf.edu/main/other/severan/coins/510/","E RIC 100","Elagabalus","","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate, bust draped.","LIBERALITAS AVG II","Liberalitas standing left, holding abacus and cornucopiae.","0","0","0","0","0","0","0","0","1","0","0","8","0","2","11","0","0","7","11","0","0","1","3","4","0","0","3","0","1","0","2","0","32","0","0","0","0","0","2","0","0","3","1","1","0","1","0","0","0","1","0","0","3","0","0","12","0","0","0","0","0","0"
"893","http://web3.forest.usf.edu/main/other/severan/coins/893/","C RIC 390","Julia Domna","211-217","Rome","IVLIA PIA FELIX AVG","Bust, draped right, with hair elaborately waved in ridges and turned up low at the back: without diadem or crescent.","VESTA","Vesta standing left, holding palladium and sceptre.","0","0","5","0","0","0","1","2","0","0","0","10","1","0","19","0","1","1","0","0","0","0","1","22","0","0","0","0","0","0","0","1","26","2","0","2","1","0","0","1","0","0","0","0","0","0","0","1","0","0","102","2","0","3","1","111","0","0","0","0","0","0"
"695","http://web3.forest.usf.edu/main/other/severan/coins/695/","E RIC 162","Elagabalus","UNDATED","Rome","IMP ANTONINVS AVG","Head right, laureate, bust draped.","VICTORIA AVG","Victory walking left, holding wreath and palm.","1","0","0","0","0","0","0","9","0","0","0","3","1","1","15","0","0","0","6","0","2","0","0","0","0","0","1","0","1","0","1","0","11","2","0","2","0","1","0","0","0","0","0","2","0","0","0","1","1","0","28","0","0","0","0","33","0","0","0","0","0","0"
"415","http://web3.forest.usf.edu/main/other/severan/coins/415/","E RIC 8","Elagabalus","218","Rome","IMP CAES M AVR ANTONINVS AVG","Head, right, laureate, bust draped. (Variant: Head, right, laureate, bust draped and cuirassed.)","PONTIF MAX TR P","Roma seated left, holding Victory and sceptre; by her side, shield.","0","0","0","0","1","0","0","0","0","0","0","4","0","0","5","0","0","3","2","0","0","0","0","0","0","0","2","0","0","0","0","1","8","0","0","0","0","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"1250","http://web3.forest.usf.edu/main/other/severan/coins/1250/","SA RIC 19","Severus Alexander","223","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate, bust draped.","P M TR P II COS P P","Jupiter standing left, cloak behind and over right arm, holding thunderbolt and sceptre","4","0","0","0","0","0","1","6","0","1","0","3","3","2","20","0","0","6","32","0","0","1","5","9","0","2","4","0","2","0","2","0","63","1","0","1","0","4","4","3","0","4","3","1","0","3","0","0","1","1","151","5","3","1","2","186","0","0","0","1","0","1"
"399","http://web3.forest.usf.edu/main/other/severan/coins/399/","C RIC 352","Caracalla","UNDATED (200-201)","Eastern","ANTONINVS AVGVSTVS","Bust, laureate, draped, cuirassed, right.","VICTORIA AVGG","Victory advancing left, holding wreath and palm.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","http://web3.forest.usf.edu/main/other/severan/coins/124/","C RIC 110","Caracalla","209","Rome","ANTONINVS PIVS AVG","Head, laureate, right.","PONTIF TR P XII COS III","Mars standing right, holding spear and shield.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1903","http://web3.forest.usf.edu/main/other/severan/coins/1903/","SS RIC 56","Septimius Severus","194-195","Rome","L SEPT SEV PERT AVG IMP IIII","Head, laureate, right.","SECVRITAS PUBLICA","Securitias seated left, holding globe.","0","0","1","0","0","0","0","0","0","0","0","20","0","0","21","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","0","2","0","1","3"
"842","http://web3.forest.usf.edu/main/other/severan/coins/842/","G RIC 86","Geta","210-212","Rome","P SEPT GETA PIVS AVG BRIT","Head, laureate, bearded, right. (Variant: Head, laureate, bearded, right, with aegis.)","CONCORDIAE AVGG","Caracalla and Geta, in military dress, standing right and left, clasping right hands and holding spears.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","http://web3.forest.usf.edu/main/other/severan/coins/23/","C RIC 24B","Caracalla","198","Rome","IMP CAE M AVR ANT AVG P TR P","Bust, laureate, draped, right.","IVVENTA IMPERII","Caracalla, in military dress, standing left, holding Victory on globe and spear reversed: captive seated at feet.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1945","http://web3.forest.usf.edu/main/other/severan/coins/1945/","SS RIC 92","Septimius Severus","196-197","Rome","L SEPT SEV PERT AVG IMP VIII","Bust, laureate, right, with drapery on left shoulder. (Variant: Bust, draped, cuirassed, with aegis right.)","PROVIDENTIA AVG","Providentia standing left, holding wand over globe and sceptre.","0","0","1","0","0","0","2","9","0","1","1","15","1","0","30","0","0","0","0","0","0","0","0","4","0","0","2","0","1","2","2","0","11","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","6","0","0","0","0","0","0"
"902","http://web3.forest.usf.edu/main/other/severan/coins/902/","SS RIC 608","Julia Domna","193-194 (?)","Eastern","IVLIA DOMNA AVG","Bust of Julia Domna, draped, right, hair waved and coiled at back.","BONI EVENTVS","Bonus Eventus, standing left, holding basket of fruit and corn-ears.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1073","http://web3.forest.usf.edu/main/other/severan/coins/1073/","SA RIC 380","Julia Mamaea","UNDATED","Rome","DIVA MAESA AVG","Bust right.","FECVNDITAS","Fecunditas seated left, holding flower and sceptre, between two children.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0"
"2206","http://web3.forest.usf.edu/main/other/severan/coins/2206/","SS RIC 320A","Septimius Severus","UNDATED 202-218","Rome","SEVERVS PIVS AVG","Head, laureate, right","P M TR P COS","Fortuna standing left, holding rudder on globe and cornucopiae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"712","http://web3.forest.usf.edu/main/other/severan/coins/712/","E RIC 173","Elagabalus","219","Eastern","IMP ANTONINVS AVG","Head right, laureate, bust draped and cuirassed.","SPEI (in ex.) TRIB P II COS II P P","Spes walking left, holding flower and raising skirt.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"967","http://web3.forest.usf.edu/main/other/severan/coins/967/","E RIC 220","Julia Paula","Undated","Eastern","IVLIA PAVLA AVG","Bust right, draped.","IVSTITIA","Justitia seated left, raising right hand; her left resting on sceptre.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1360","http://web3.forest.usf.edu/main/other/severan/coins/1360/","SA RIC 127","Severus Alexander","UNDATED","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped, (Variants: Head right, laureate bust draped and cuirassed.)","AEQVITAS AVG","Aequitas standing left, holding scales and cornucopiae.","2","0","0","1","0","0","0","3","0","2","0","0","0","5","13","0","0","7","43","1","4","0","0","4","0","0","6","1","0","0","2","5","73","2","0","2","0","3","3","3","0","3","3","2","0","4","0","1","1","2","216","5","2","5","3","256","0","0","0","0","0","0"
"1977","http://web3.forest.usf.edu/main/other/severan/coins/1977/","SS RIC 119","Septimius Severus","197-198","Rome","L SEPT SEV PERT AVG IMP X","Head, laureate, right.","SALVTI AVG","Salus seated left, with patera in right hand feeding snake coiled round altar.","1","0","6","0","0","0","2","3","0","0","2","0","1","0","15","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","3","1","8","0","0","0","0","3","3"
"1623","http://web3.forest.usf.edu/main/other/severan/coins/1623/","SS RIC 370","Septimius Severus","","Eastern","IMP CAE L SEP SEV PERT AVG COS II","Head, laureate, right.","CERER FRVG","Ceres standing left, holding corn-ears and torch.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","5","2","0","0","0","0","2"
"1266","http://web3.forest.usf.edu/main/other/severan/coins/1266/","SA RIC 35","Severus Alexander","224","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate bust draped.","P M TR P III COS P P","Jupiter standing left, cloak behind and over right arm, holding thunderbolt and sceptre","1","0","0","2","0","0","0","1","0","0","0","1","1","5","11","0","0","3","10","0","0","0","2","2","0","0","3","0","0","0","1","1","22","1","0","1","0","1","1","1","0","0","2","0","0","1","0","1","4","0","0","1","2","0","0","14","0","0","0","1","0","1"
"16","http://web3.forest.usf.edu/main/other/severan/coins/16/","C RIC 20","Caracalla","UNDATED (198-199?)","Rome","a: IMP CAES M AVR ANTON AVG, b: IMP CAES M AVR ANTONINVS AVG","Bust, draped, head, bare, right (Variant: Bust, draped, cuirassed, head, bare, right.)","IVVENTA IMPERII","Caracalla, in military dress, standing left, holding Victory on globe and spear reversed: captive seated at feet.","0","0","1","0","0","0","0","0","0","0","1","6","0","0","8","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","6","0","0","0","0","0","0"
"148","http://web3.forest.usf.edu/main/other/severan/coins/148/","C RIC 134","Caracalla","201-206","Rome","ANTONINVS PIVS AVG","Bust, laureate, draped, right, (Variants: Bust, laureate, draped, cuirassed, right.)","LIBERALITAS AVGG","Liberalitas standing left, holding tessera and cornucopiae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0"
"453","http://web3.forest.usf.edu/main/other/severan/coins/453/","E RIC 45","Elagabalus","221","Rome","IMP ANTONINVS PIVS AVG","Head right, laureate. (Variants: Head right, laureate, bust draped; Head right, laureate, bust draped and cuirassed.)","P M TR P IIII COS III P P","Victory flying left, holding diadem with both hands; a small shield on either side; in field, star.","1","0","0","1","1","0","0","7","0","0","0","13","1","1","25","0","0","6","23","0","0","0","0","4","0","0","4","1","3","0","1","1","43","4","1","5","0","1","2","3","0","2","2","0","0","0","0","2","3","1","100","5","1","2","0","124","0","0","0","0","0","0"
"2323","http://web3.forest.usf.edu/main/other/severan/coins/2323/","SS RIC 606","Julia Domna","196-211","Rome","IVLIA AVGVSTA","Bust of Julia Domna, draped, right, hair waved and coiled at back","VICTORIAE AVGG FE","Victory advancing left, holding wreath over shield on base","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1380","http://web3.forest.usf.edu/main/other/severan/coins/1380/","SA RIC 143","Severus Alexander","UNDATED","Rome","IMP C M AVR SEV ALEXAND AVG","Head right, laureate.","IOVI VLTORI","Jupiter, half-draped, seated left, holding Victory and spear.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","2","0","0","0","1","0","7","7","0","7","0","0","0","2","0","1","0","1","0","0","0","0","0","0","4","0","0","2","1","11","0","0","0","0","0","0"
"720","http://web3.forest.usf.edu/main/other/severan/coins/720/","E RIC 180","Elagabalus","221","Eastern","IMP ANTONINVS PIVS AVG","Head right, laureate, bust cuirassed, horned.","P M TR P IIII COS III","Elagabalus in slow quadriga left, holding branch and sceptre surmounted by eagle; in field, star.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
