coin_page,coin_page-href,id_number,region,city,cabinet,catref,date_range,local_date,magistrate,alliance_coin,ob_inscription,ob_type,re_inscription,re_type,metal,average_diameter,average_die_axis,average_weight,notes,obverse-src,reverse-src,monogram_ob1-src,monogram_re1-src,monogram_ob2-src,monogram_re2-src
"2581","http://web3.forest.usf.edu/main/other/severan/spc/2581/","2581","Asia Minor","Tarsus","Levante","1046","198-217","","","","AVT ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB Π Π","Head of Caracalla, laur.; below, star","ANTΩΝΙΑΝΗC CEVH AΔΡ ΜΗ ΤΑΡCOV ΑΜΚ ΓΒ","Caracalla, holding NIke and spear","AE","","","19.00","Obv. Aegis on shoulder; ex SNG v.Aulock 6006","http://web3.forest.usf.edu/main/other/severan/images/db/2581a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2581b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2581c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2581d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2581e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2581f.jpg"
"2362","http://web3.forest.usf.edu/main/other/severan/spc/2362/","2362","Asia Minor","Tarsus","France","1582","222-235","","","","AV K CEOVHPOC AΛΕΞΑΝΔΡ Π Π","Laur. bust of Severus Alexander r.","ΑΔΡ CEOV ΑΛ[Ε]ΞΑΝ ΜΗΤ ΤΑΡ AMK ΓΒ","Athena standing l., holding a patera on a lighted altar and leaning on a spear and a shield","AE","","","28.45","Wadd. 4657","http://web3.forest.usf.edu/main/other/severan/images/db/2362a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2362b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2362c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2362d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2362e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2362f.jpg"
"2221","http://web3.forest.usf.edu/main/other/severan/spc/2221/","2221","Asia Minor","Ephesus","Righetti","855","A.D 218-222","","","","AVT K M AVΡ ANTΩNεINOC","curiate bust of Elagabalus wearing paludamentum on back, laureate, facing right","εΦεCIΩN Π - ΡΩTΩN ACIAC","Artemis with quiver, bow, and arrow, standing facing left, left a small deer or hound.","AE","21.9mm","12","4.324g","Possibly unedited;","http://web3.forest.usf.edu/main/other/severan/images/db/2221a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2221b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2221c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2221d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2221e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2221f.jpg"
"2065","http://web3.forest.usf.edu/main/other/severan/spc/2065/","2065","Asia Minor","Samos","Hunterian","1781","193-217","","","Conventus of Miletus","IOY ΔΟΜΝΑ CEBA","Draped bust of Julia Domna r.","CAMIΩΝ","Tetrastyle temple containing cult statue of Hera of Samos","AE","","6","12.79","cf. SNG vA 2307
M. 2, 407, 14","http://web3.forest.usf.edu/main/other/severan/images/db/2065a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2065b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2065c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2065d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2065e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2065f.jpg"
"2565","http://web3.forest.usf.edu/main/other/severan/spc/2565/","2565","Asia Minor","Tarsus","Levante","1030","193-217","","","","ΙΟVΛΙΑ ΔΟΜΝΑ CEBACTH","Bust of Julia Domna","TAPCOV MHTPOΠΟ","Nike, holding wreath and palm-branch","AR","","","4.26","The silver coinage of JD and Caracalla in Tarsus started after the death of Severus and is probably connected with the visit of Caracalla in Cilicia in 215 for the preparation of the Parthian campaign,","http://web3.forest.usf.edu/main/other/severan/images/db/2565a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2565b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2565c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2565d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2565e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2565f.jpg"
"2295","http://web3.forest.usf.edu/main/other/severan/spc/2295/","2295","Asia Minor","Tarsus","France","1515","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla r.","ANTΩΝΙΑΝΗC CEVH AΔΡ MHT TAPCOV ΓΒ","Elephant l., above, a crown of the demiurge with the letters OMAKK around it","AE","","","20.08","Obv. Smae coin as SNG Levante 1049.  Rev. The letters O and K surrounding AMK may signify: OPOIC KIΛΙΚΩΝ. Cf. SNG Levante 1025.","http://web3.forest.usf.edu/main/other/severan/images/db/2295a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2295b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2295c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2295d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2295e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2295f.jpg"
"2610","http://web3.forest.usf.edu/main/other/severan/spc/2610/","2610","Asia Minor","Tarsus","Levante","1075","217-218","","","","AVT K M OΠ CEV MAKPINOC CE","Head of Macrinus, laur.","TVXH TAPCOV MHTP AML","City-goddess seated on rocks, holding ear of corn and poppy; at her feet, river-god Kydnos swimming","AR","","","5.80","Ex Sternberg XI, 369.","http://web3.forest.usf.edu/main/other/severan/images/db/2610a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2610b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2610c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2610d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2610e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2610f.jpg"
"2298","http://web3.forest.usf.edu/main/other/severan/spc/2298/","2298","Asia Minor","Tarsus","France","1518","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla r.","ANTΩΝΙΑΝΗC CEV AΔΡ MHT TAPCOV AMK ΔΕΚ","Lion moving r.","AE","","","19.19","","http://web3.forest.usf.edu/main/other/severan/images/db/2298a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2298b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2298c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2298d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2298e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2298f.jpg"
"2595","http://web3.forest.usf.edu/main/other/severan/spc/2595/","2595","Asia Minor","Tarsus","Levante","1060","198-217","","","","AVT KAI M AVP ANTΩΝΕΙΝOC CE Π Π","Bust of Caracalla, wearing garments and crown of demiourgos","ΤΑΡCOV MHTPOΠΟ ΑΜΚ. ΓΒ.","Lion attacking bull","AE","","","13.76","","http://web3.forest.usf.edu/main/other/severan/images/db/2595a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2595b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2595c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2595d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2595e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2595f.jpg"
"2690","http://web3.forest.usf.edu/main/other/severan/spc/2690/","2690","Asia Minor","Anazarbus","Levante","1413","204/205","223","","","ΠΟΠΛΙΟC (sic) CEΠΤΙΜΙΟC ΓΕΤΑC KA","Bust of Geta, laur.","CEOVHPIAN ANAZAPBOV MHTPOΠΟΛΕΩC BΓ ΕΤ.ΓΚC","Three prize-crowns on basis","AE","","","16.79","Ex Leu 30, 413.  Cf. Ziegler, Prestige, 38, B23 (this coin).","http://web3.forest.usf.edu/main/other/severan/images/db/2690a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2690b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2690c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2690d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2690e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2690f.jpg"
"2689","http://web3.forest.usf.edu/main/other/severan/spc/2689/","2689","Asia Minor","Anazarbus","Levante","1412","202/203","221","","","ΦΟV ΠΛΑVTIΛΛΑ CE","Bust of Plautilla","ANAZAPBEΩΝ ΝΕΩ ΑΚC","Eagle on wreath","AE","","","6.25","","http://web3.forest.usf.edu/main/other/severan/images/db/2689a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2689b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2689c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2689d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2689e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2689f.jpg"
"2404","http://web3.forest.usf.edu/main/other/severan/spc/2404/","2404","Asia Minor","Αnazarbus","France","2047","212/213","231","","","AVT K M AV CEOVHPOC ANTΩΝΕΙΝΟC CEB","Radiate bust of Caracalla r.","ANAZAPBOV MHTPOΠΟΛΕΩC KOINOBOVΛΙΟΝ ΓΒ ΕΤ ΑΛC","Koinoboulion sitting l. on a rock, holding statuettes of the three Eparchies (Cilicia, Isuaria and Lycaonia) who are presenting crowns to her; to l., an urn","AE","","","29.19","Wadd. 4120. - Gaebler 324, 19b. - Ziegler, Prestige, pl. 10, 89; id., Anazarbos, 308, 1. - For ΓΒ, cf. the number 1474 (Tarsus)","http://web3.forest.usf.edu/main/other/severan/images/db/2404a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2404b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2404c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2404d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2404e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2404f.jpg"
"2302","http://web3.forest.usf.edu/main/other/severan/spc/2302/","2302","Asia Minor","Tarsus","France","1522","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. head of Caracalla l., above, a star","ANTΩΝΙΑΝΗC CEVΗ AΔΡ MHT TAPCOV AMK ΓΒ","Sandan standing r. on a horned animal, holding a crown and waving to the r.","AE","","","17.75","Same coins as SNG Levante 1054.","http://web3.forest.usf.edu/main/other/severan/images/db/2302a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2302b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2302c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2302d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2302e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2302f.jpg"
"2222","http://web3.forest.usf.edu/main/other/severan/spc/2222/","2222","Asia Minor","Ephesus","Righetti","856","218-222","","","","KOΡNHΛIA - ΠAV(ΛA C)εB","draped bust of Julia Paula, facing right.","OIKOVMεN(IKA) Δ NεΩKOΡΩN / ε - Φε - CI - ΩN - OΛVM - ΠIA","Within a laurel wreath a small bust of Elagabalus wearing paludamentum laureate, facing right.","AE","30.2mm","5","12.177g","MM 41, 1970, 383; Mionnet p. 624;","http://web3.forest.usf.edu/main/other/severan/images/db/2222a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2222b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2222c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2222d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2222e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2222f.jpg"
"2424","http://web3.forest.usf.edu/main/other/severan/spc/2424/","2424","Asia Minor","Αnazarbus","France","2067","218-222","","","","AV K M AV ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r.","ΙΕΡΟC OIKOVMENIKOC ANAZAPB AMK","Agnostic crown placed on a table whose legs are in the form of lion paws; legend","AE","","","10.62","Wadd. 4125. - Ziegler, Prestige 38, B 26; id., Anazarbos, 427, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2424a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2424b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2424c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2424d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2424e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2424f.jpg"
"2612","http://web3.forest.usf.edu/main/other/severan/spc/2612/","2612","Asia Minor","Tarsus","Levante","1077","217-218","","","","AVT KA M OΠ CEV MAKPEINOC","Bust of Macrinus, laur.","CEVH MAKPEINIANHC TAPCOV AMK ΓΒ","Helios in galloping quadriga, holding whip and r. arm raised","AE","","","17.26","Ex SNG v.Aulock 6021.","http://web3.forest.usf.edu/main/other/severan/images/db/2612a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2612b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2612c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2612d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2612e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2612f.jpg"
"2585","http://web3.forest.usf.edu/main/other/severan/spc/2585/","2585","Asia Minor","Tarsus","Levante","1050","198-217","","","","AVT ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB ΠΠ","Head of Caracalla, laur.; below, star","ANTΩΝΙΑΝΗC CEV AΔΡ ΜΗΤΡ ΤΑΡCOV ΑΜΚ ΓΒ and star","Caracalla as Triptolemos, holding seed-bag and sowing, riding biga drawn by two winged and yoked serpents","AE","","","18.55","","http://web3.forest.usf.edu/main/other/severan/images/db/2585a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2585b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2585c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2585d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2585e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2585f.jpg"
"2258","http://web3.forest.usf.edu/main/other/severan/spc/2258/","2258","Asia Minor","Tarsus","France","1478","193-211","","","","AVT KAI Λ CEΠ CEVHPOC ΠEP Π Π","Laur. bust of Septimius Severus to R.","ΑΔΡΙ CEVHPIANHC TAPCOV ΜΗΤΡΟΠΟΛΕΩC ΓΒ","Perseus standing L., holding a harp and a patera in front of a lighted altar; in the background, a statuette of Apollo Lykeios on a column decorated with garland","AE","","","26.00","Wadd 4638. - Same coins as SNG Levante 1024 (medallion!)","http://web3.forest.usf.edu/main/other/severan/images/db/2258a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2258b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2258c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2258d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2258e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2258f.jpg"
"1954","http://web3.forest.usf.edu/main/other/severan/spc/1954/","1954","Asia Minor","Smyrna","Lewis","1395","193-211","198-202","","Conventus of Smyrna","A. Cεπ. Γεταc. Και","Bust of Geta right","Επ Cτρ Κ. Ρουφινου Cο. Cμυρναιων","Two Nemeses facing r. and l., one holds a bridle, the other holds a staff","AE","","6","13.13","Sotheby 22.xii.1886, 60. Klose p. 292, no. 3, 5.","http://web3.forest.usf.edu/main/other/severan/images/db/1954a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1954b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1954c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1954d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1954e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1954f.jpg"
"2023","http://web3.forest.usf.edu/main/other/severan/spc/2023/","2023","Asia Minor","Smyrna","Copenhagen","314","206","ΙΔ","","Caesarea and Smyrna","[Αυ] Και Λ Cεπτι Cεουηρος","Septimius Severus, laur., head r.","around, Καιcαρε  Cμυρναι; in exergue, Ομονοια; in field Ετ ΙΔ","Mt. Argaios surmounted by star; on either side, agnostic urn containing palm branch","","","12","14.83","van Lennep 1910. Cf. the variant Syd. 623.","http://web3.forest.usf.edu/main/other/severan/images/db/2023a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2023b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2023c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2023d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2023e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2023f.jpg"
"2721","http://web3.forest.usf.edu/main/other/severan/spc/2721/","2721","Asia Minor","Anazarbus","Levante","1444","218-222","","","","ΙΟVΛΙΑ ΜΑΙCA CEBACTH","Bust of Julia Maesa","ΘΕΟV CEVHPOV ANAZAPBOV AMK","Temple on chariot drawn by two elephants","AE","","","17.04","Rev. Same die as n. 1422 (Elagabalus).","http://web3.forest.usf.edu/main/other/severan/images/db/2721a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2721b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2721c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2721d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2721e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2721f.jpg"
"2707","http://web3.forest.usf.edu/main/other/severan/spc/2707/","2707","Asia Minor","Anazarbus","Levante","1430","218-222","","","","AVT K M AV ANTΩΝΕΙΝΟC CEB","Head of Elagabalus, radiate","[ANAZAΡΒ]ΟV MHTPOΠ...ΓΒ","Head of Zeus Olybris","AE","","","6.42","","http://web3.forest.usf.edu/main/other/severan/images/db/2707a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2707b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2707c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2707d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2707e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2707f.jpg"
"2027","http://web3.forest.usf.edu/main/other/severan/spc/2027/","2027","Asia Minor","Smyrna","Lewis","1726","193-211","206-207","","Union of Caesareia and Smyrna","]Cεπτ Ceoυηρο[","Head of Septimius Severus laureate right","in field, et-iδ; Cμυρναιω. Καιcαρε; Ομονοια in exergue","Two crowns, in each of which is a palm; between, Mount Argaeus surmounted by star","AE","","12","15.49","A.J. Lawson (1882); from near Caesarea.","http://web3.forest.usf.edu/main/other/severan/images/db/2027a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2027b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2027c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2027d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2027e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2027f.jpg"
"2255","http://web3.forest.usf.edu/main/other/severan/spc/2255/","2255","Asia Minor","Tarsus","France","1475","193-211","","","","AVT KAIC Λ CEΠT CEVHPOC ΠEP CEB Π Π","Radiate bust of Septimius Severus to R.","ΑΔΡ [C]EVHPIANHC TAPCO[V] ΓΒ...ΟΠ...","Nike holding a crown, standing in a quadriga moving at a walking pace to r.","AE","","","21.28","De Clercq 428 (RN 1968, p. 28).","http://web3.forest.usf.edu/main/other/severan/images/db/2255a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2255b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2255c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2255d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2255e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2255f.jpg"
"2604","http://web3.forest.usf.edu/main/other/severan/spc/2604/","2604","Asia Minor","Tarsus","Levante","1069","198-217","","","","AVT ΚAI M AVP.CEVHPOC ANTΩΝEΙΝOC CEB ΠΠ","Bust of Caracalla, wearing garments and crown of demiourgos","ANTΩΝEINΙΑΝΗC CEVH AΔ ΤΑΡCOV ΑΜΚ ΓΒ","Perseus, holding harpe, and Herakles, holding lion’s skin; they both hold small bust of Caracalla, wearing garments of demiourgos","AE","","","21.05","The type represents the two traditional founders of the city, honoring Caracalla as the new founder.","http://web3.forest.usf.edu/main/other/severan/images/db/2604a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2604b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2604c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2604d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2604e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2604f.jpg"
"2349","http://web3.forest.usf.edu/main/other/severan/spc/2349/","2349","Asia Minor","Tarsus","France","1569","218-222","","","","AVT K M AVP ANTΩΝΕΙΝΟ","Laur. head of Elagabalus r.; above, a star","TAPCOV MHTPO","Zeus holding a Nike sitting l., leaning on a scepter","AE","","","5.23","Delepierre. - Obv. Same coin as SNG Levante 1085","http://web3.forest.usf.edu/main/other/severan/images/db/2349a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2349b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2349c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2349d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2349e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2349f.jpg"
"2251","http://web3.forest.usf.edu/main/other/severan/spc/2251/","2251","Asia Minor","Tarsus","France","1471","193-211","","","","AVT KAIC Λ CEΠ CEOVHP ΠEPT C","Laur. bust of Septimius Severus to R.","AΔPIANHC CEVHPIAN...TAPCOV MHTPOΠOΛ","Demeter, holding corn-ears and leaning on a torch, sitting L. on a throne whose legs are in the form of caryatids (?)","AE","","","29.70","","http://web3.forest.usf.edu/main/other/severan/images/db/2251a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2251b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2251c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2251d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2251e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2251f.jpg"
"2058","http://web3.forest.usf.edu/main/other/severan/spc/2058/","2058","Asia Minor","Ephesus","Hunterian","1720F","218-222","","","Convention of Ephesus","ΑΥΤ Κ Μ ΑΥΡ ΑΝΤΩΝΕΙΝΟC CEB","Laur. bust of Elagabalus r. with cuirass and paludamentum","ΕΦΕCΙΩΝ Δ ΝΕΩΚΟΡΩΝ","Tyche, with modius, standing l., holding patera and cornucopiae","AE","","6","18.56","BMC 304
cast; M. 2. 335, 59: (’same dies’)
The cast appearance of 1719 and 1720 and similarity of their flans and regions of wear suggest that one is the cast of the other or that both are cast from a third coin.","http://web3.forest.usf.edu/main/other/severan/images/db/2058a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2058b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2058c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2058d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2058e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2058f.jpg"
"2573","http://web3.forest.usf.edu/main/other/severan/spc/2573/","2573","Asia Minor","Tarsus","Levante","1038","198-217","","","","AVT Κ M AVP CEOVHPOC ANTΩΝEΙΝOC Π Π","Head of Caracalla, laur.","ΔWPEA CEITOV AΠΟ ΑΙΓVΠΤΟV TAPCEVCIN","Triptolemos, in biga drawn by two winged serpents","AR","","","6.96","III. Silver coinage with the title ΑΝΤΩΝ(ΕΙΝ)ΙΑΝΗ, abbreviation of the new city titulature, AMK, mention of the gifts and privileges; to be connected with Caracalla’s presence in Tarsus in 215. 
Ex SNG v.Aulock 6005.  Rev. = “Grain gift from Egypt to the","http://web3.forest.usf.edu/main/other/severan/images/db/2573a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2573b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2573c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2573d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2573e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2573f.jpg"
"2705","http://web3.forest.usf.edu/main/other/severan/spc/2705/","2705","Asia Minor","Anazarbus","Levante","1428","218-222","","","","AVT K M AV ANTΩΝΕΙΝΟC CEB","Head of Elagabalus, radiate","ANAZAPBOV MHTPO ΑΜΚ ΓΒ","Dikaiosyne, holding scales and scepter","AE","","","7.38","Probably refers to the privileges (δυκαια) conferred to the city by Elagabalus.","http://web3.forest.usf.edu/main/other/severan/images/db/2705a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2705b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2705c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2705d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2705e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2705f.jpg"
